order_id,order_date,customer_id,product_id,quantity,payment_method,order_status,unit_price,cost_price,gross_amount,refund_amount,revenue,cost,margin
O00630,2026-04-28,C0260,P075,1.0,Card,Delivered,7874.14,5546.4,7874.14,0.0,7874.14,5546.4,2327.74
O00631,2026-06-03,C0205,P030,3.0,UPI,Cancelled,6154.82,4114.48,18464.46,0.0,18464.46,12343.44,6121.02
O00632,2025-06-04,C0059,P048,4.0,Cash on Delivery,Delivered,12030.44,8903.65,48121.76,0.0,48121.76,35614.6,12507.16
O00633,2025-04-02,C0264,P035,3.0,Card,Refunded,349.19,257.18,1047.57,1047.57,0.0,771.54,-771.54
O00634,2026-06-10,C0012,P038,2.0,Net Banking,Delivered,12836.48,6455.88,25672.96,0.0,25672.96,12911.76,12761.2
O00635,2026-03-31,C0119,P031,3.0,Card,Delivered,1647.98,1037.32,4943.94,0.0,4943.94,3111.96,1831.98
O00636,2026-08-21,C0415,P078,2.0,Cash on Delivery,Delivered,13492.31,9504.32,26984.62,0.0,26984.62,19008.64,7975.98
O00637,2026-05-25,C0290,P024,3.0,Card,Delivered,1074.45,835.05,3223.35,0.0,3223.35,2505.15,718.2
O00638,2025-07-02,C0338,P049,1.0,UPI,Delivered,4107.04,1855.14,4107.04,0.0,4107.04,1855.14,2251.9
O00639,2026-01-21,C0248,P032,3.0,Card,Delivered,5244.65,3856.3,15733.95,0.0,15733.95,11568.9,4165.05
O00640,2026-07-28,C0354,P055,1.0,Card,Delivered,14841.02,10384.11,14841.02,0.0,14841.02,10384.11,4456.91
O00641,2026-02-09,C0127,P079,1.0,Cash on Delivery,Delivered,7111.7,4863.19,7111.7,0.0,7111.7,4863.19,2248.51
O00642,2025-09-03,C0075,P058,4.0,UPI,Delivered,6203.23,2963.61,24812.92,0.0,24812.92,11854.44,12958.48
O00643,2026-08-14,C0361,P003,1.0,Cash on Delivery,Delivered,13309.48,9919.88,13309.48,0.0,13309.48,9919.88,3389.6
O00644,2026-04-16,C0204,P080,2.0,Card,Delivered,9457.18,5733.69,18914.36,0.0,18914.36,11467.38,7446.98
O00645,2026-02-27,C0049,P069,4.0,Net Banking,Delivered,9557.74,6950.77,38230.96,0.0,38230.96,27803.08,10427.88
O00646,2025-03-06,C0079,P010,4.0,Card,Delivered,10026.33,7331.49,40105.32,0.0,40105.32,29325.96,10779.36
O00647,2025-01-13,C0441,P025,3.0,Cash on Delivery,Delivered,1601.59,753.23,4804.77,0.0,4804.77,2259.69,2545.08
O00648,2025-08-01,C0241,P068,1.0,Net Banking,Delivered,12071.31,7153.93,12071.31,0.0,12071.31,7153.93,4917.38
O00649,2025-08-30,C0349,P061,1.0,Cash on Delivery,Delivered,12510.45,6107.96,12510.45,0.0,12510.45,6107.96,6402.49
O00650,2026-05-08,C0154,P029,2.0,Cash on Delivery,Delivered,4293.8,2741.74,8587.6,0.0,8587.6,5483.48,3104.12
O00651,2025-08-01,C0274,P019,3.0,UPI,Delivered,3026.45,1410.62,9079.35,0.0,9079.35,4231.86,4847.49
O00652,2025-12-04,C0096,P043,3.0,Net Banking,Delivered,962.98,655.47,2888.94,0.0,2888.94,1966.41,922.53
O00653,2025-06-22,C0214,P066,4.0,Card,Delivered,14371.87,7811.16,57487.48,0.0,57487.48,31244.64,26242.84
O00654,2025-06-13,C0294,P074,4.0,Cash on Delivery,Delivered,4125.43,2092.99,16501.72,0.0,16501.72,8371.96,8129.76
O00655,2026-04-10,C0209,P061,4.0,Card,Delivered,12510.45,6107.96,50041.8,0.0,50041.8,24431.84,25609.96
O00656,2026-05-12,C0343,P043,2.0,UPI,Delivered,962.98,655.47,1925.96,0.0,1925.96,1310.94,615.02
O00657,2026-01-30,C0088,P025,2.0,UPI,Delivered,1601.59,753.23,3203.18,0.0,3203.18,1506.46,1696.72
O00658,2025-11-04,C0306,P020,4.0,Net Banking,Delivered,5944.27,3719.68,23777.08,0.0,23777.08,14878.72,8898.36
O00659,2025-07-02,C0264,P048,3.0,UPI,Delivered,12030.44,8903.65,36091.32,0.0,36091.32,26710.95,9380.37
O00660,2026-05-25,C0425,P024,2.0,UPI,Delivered,1074.45,835.05,2148.9,0.0,2148.9,1670.1,478.8
O00661,2026-06-30,C0390,P011,3.0,Card,Delivered,11146.48,5146.21,33439.44,0.0,33439.44,15438.63,18000.81
O00662,2026-07-18,C0325,P055,3.0,UPI,Delivered,14841.02,10384.11,44523.06,0.0,44523.06,31152.33,13370.73
O00663,2026-08-17,C0428,P028,1.0,UPI,Delivered,8837.13,6620.33,8837.13,0.0,8837.13,6620.33,2216.8
O00664,2025-08-15,C0377,P069,4.0,Cash on Delivery,Delivered,9557.74,6950.77,38230.96,0.0,38230.96,27803.08,10427.88
O00665,2026-03-12,C0320,P063,1.0,UPI,Delivered,990.1,448.51,990.1,0.0,990.1,448.51,541.59
O00666,2026-02-26,C0157,P059,4.0,Cash on Delivery,Delivered,12616.04,7036.26,50464.16,0.0,50464.16,28145.04,22319.12
O00667,2026-07-08,C0156,P005,4.0,UPI,Delivered,6783.17,4076.36,27132.68,0.0,27132.68,16305.44,10827.24
O00668,2025-01-21,C0139,P051,3.0,UPI,Delivered,14740.26,7745.22,44220.78,0.0,44220.78,23235.66,20985.12
O00669,2026-07-08,C0121,P021,4.0,Net Banking,Delivered,14009.07,10751.96,56036.28,0.0,56036.28,43007.84,13028.44
O00670,2026-02-01,C0065,P012,3.0,Net Banking,Delivered,7946.47,4438.79,23839.41,0.0,23839.41,13316.37,10523.04
O00671,2025-04-15,C0107,P050,3.0,Cash on Delivery,Delivered,8951.75,6450.47,26855.25,0.0,26855.25,19351.41,7503.84
O00672,2025-07-11,C0147,P004,4.0,UPI,Delivered,8094.9,5940.38,32379.6,0.0,32379.6,23761.52,8618.08
O00673,2025-01-17,C0137,P042,3.0,Card,Delivered,13681.98,6634.74,41045.94,0.0,41045.94,19904.22,21141.72
O00674,2025-04-30,C0411,P038,3.0,Net Banking,Delivered,12836.48,6455.88,38509.44,0.0,38509.44,19367.64,19141.8
O00675,2026-01-28,C0162,P025,3.0,Card,Delivered,1601.59,753.23,4804.77,0.0,4804.77,2259.69,2545.08
O00676,2026-03-01,C0428,P014,2.0,Net Banking,Cancelled,13186.98,9133.57,26373.96,0.0,26373.96,18267.14,8106.82
O00677,2025-05-09,C0100,P075,3.0,Net Banking,Delivered,7874.14,5546.4,23622.42,0.0,23622.42,16639.2,6983.22
O00678,2025-05-10,C0338,P032,2.0,UPI,Delivered,5244.65,3856.3,10489.3,0.0,10489.3,7712.6,2776.7
O00679,2026-07-26,C0399,P011,2.0,Net Banking,Delivered,11146.48,5146.21,22292.96,0.0,22292.96,10292.42,12000.54
O00680,2026-07-14,C0307,P061,3.0,Card,Delivered,12510.45,6107.96,37531.35,0.0,37531.35,18323.88,19207.47
O00681,2025-01-29,C0141,P018,3.0,Net Banking,Delivered,303.49,206.25,910.47,0.0,910.47,618.75,291.72
O00682,2025-04-07,C0083,P027,2.0,Cash on Delivery,Delivered,7352.79,4560.98,14705.58,0.0,14705.58,9121.96,5583.62
O00683,2025-01-10,C0177,P055,2.0,UPI,Delivered,14841.02,10384.11,29682.04,0.0,29682.04,20768.22,8913.82
O00684,2025-08-30,C0198,P054,3.0,UPI,Delivered,13584.74,8606.48,40754.22,0.0,40754.22,25819.44,14934.78
O00685,2025-08-20,C0112,P075,3.0,Cash on Delivery,Delivered,7874.14,5546.4,23622.42,0.0,23622.42,16639.2,6983.22
O00686,2025-10-11,C0056,P021,4.0,Cash on Delivery,Delivered,14009.07,10751.96,56036.28,0.0,56036.28,43007.84,13028.44
O00687,2025-07-19,C0179,P044,2.0,Cash on Delivery,Delivered,1909.17,978.34,3818.34,0.0,3818.34,1956.68,1861.66
O00688,2025-03-20,C0421,P005,2.0,Net Banking,Refunded,6783.17,4076.36,13566.34,13566.34,0.0,8152.72,-8152.72
O00689,2025-06-22,C0401,P041,4.0,UPI,Refunded,4375.8,3312.17,17503.2,17503.2,0.0,13248.68,-13248.68
O00690,2026-04-12,C0186,P059,2.0,Cash on Delivery,Delivered,12616.04,7036.26,25232.08,0.0,25232.08,14072.52,11159.56
O00691,2026-08-04,C0218,P054,1.0,Net Banking,Delivered,13584.74,8606.48,13584.74,0.0,13584.74,8606.48,4978.26
O00692,2026-02-20,C0413,P074,2.0,Cash on Delivery,Delivered,4125.43,2092.99,8250.86,0.0,8250.86,4185.98,4064.88
O00693,2026-03-25,C0417,P022,4.0,Card,Cancelled,1329.44,646.27,5317.76,0.0,5317.76,2585.08,2732.68
O00694,2025-03-28,C0316,P065,1.0,Card,Delivered,839.96,413.59,839.96,0.0,839.96,413.59,426.37
O00695,2025-04-11,C0217,P064,3.0,UPI,Delivered,5946.13,4282.19,17838.39,0.0,17838.39,12846.57,4991.82
O00696,2025-01-08,C0120,P071,4.0,Net Banking,Delivered,7918.43,4032.33,31673.72,0.0,31673.72,16129.32,15544.4
O00697,2025-07-19,C0439,P004,4.0,Card,Delivered,8094.9,5940.38,32379.6,0.0,32379.6,23761.52,8618.08
O00698,2026-05-20,C0394,P065,3.0,Card,Delivered,839.96,413.59,2519.88,0.0,2519.88,1240.77,1279.11
O00699,2025-03-28,C0175,P015,4.0,Net Banking,Delivered,6437.34,3494.57,25749.36,0.0,25749.36,13978.28,11771.08
O00700,2025-02-12,C0023,P076,2.0,Cash on Delivery,Delivered,7520.44,5735.15,15040.88,0.0,15040.88,11470.3,3570.58
O00701,2026-01-20,C0213,P022,3.0,Net Banking,Delivered,1329.44,646.27,3988.32,0.0,3988.32,1938.81,2049.51
O00702,2026-03-11,C0405,P047,4.0,Cash on Delivery,Delivered,14359.31,8667.35,57437.24,0.0,57437.24,34669.4,22767.84
O00703,2026-02-12,C0235,P046,3.0,Card,Delivered,2129.23,1633.62,6387.69,0.0,6387.69,4900.86,1486.83
O00704,2026-04-28,C0013,P014,3.0,Card,Cancelled,13186.98,9133.57,39560.94,0.0,39560.94,27400.71,12160.23
O00705,2025-01-17,C0101,P050,3.0,Card,Refunded,8951.75,6450.47,26855.25,26855.25,0.0,19351.41,-19351.41
O00706,2025-05-28,C0417,P020,1.0,UPI,Refunded,5944.27,3719.68,5944.27,5944.27,0.0,3719.68,-3719.68
O00707,2025-10-04,C0024,P050,4.0,UPI,Cancelled,8951.75,6450.47,35807.0,0.0,35807.0,25801.88,10005.12
O00708,2025-08-20,C0364,P033,1.0,UPI,Delivered,7981.03,5524.39,7981.03,0.0,7981.03,5524.39,2456.64
O00709,2026-01-01,C0011,P059,4.0,Net Banking,Delivered,12616.04,7036.26,50464.16,0.0,50464.16,28145.04,22319.12
O00710,2025-08-16,C0273,P043,2.0,Card,Delivered,962.98,655.47,1925.96,0.0,1925.96,1310.94,615.02
O00711,2026-03-12,C0431,P079,2.0,Card,Cancelled,7111.7,4863.19,14223.4,0.0,14223.4,9726.38,4497.02
O00712,2026-02-03,C0281,P012,2.0,Net Banking,Delivered,7946.47,4438.79,15892.94,0.0,15892.94,8877.58,7015.36
O00713,2025-07-30,C0094,P040,4.0,UPI,Delivered,8959.9,4737.71,35839.6,0.0,35839.6,18950.84,16888.76
O00714,2026-01-26,C0201,P020,3.0,Net Banking,Delivered,5944.27,3719.68,17832.81,0.0,17832.81,11159.04,6673.77
O00715,2026-05-14,C0021,P038,3.0,UPI,Delivered,12836.48,6455.88,38509.44,0.0,38509.44,19367.64,19141.8
O00716,2026-06-24,C0340,P003,1.0,Card,Delivered,13309.48,9919.88,13309.48,0.0,13309.48,9919.88,3389.6
O00717,2026-07-17,C0211,P028,1.0,Cash on Delivery,Delivered,8837.13,6620.33,8837.13,0.0,8837.13,6620.33,2216.8
O00718,2026-05-06,C0140,P056,2.0,UPI,Delivered,11227.29,6010.72,22454.58,0.0,22454.58,12021.44,10433.14
O00719,2026-03-18,C0293,P013,1.0,Card,Delivered,6574.21,4979.47,6574.21,0.0,6574.21,4979.47,1594.74
O00720,2025-09-18,C0298,P077,4.0,Card,Delivered,14946.14,7546.37,59784.56,0.0,59784.56,30185.48,29599.08
O00721,2025-12-16,C0401,P066,4.0,Cash on Delivery,Delivered,14371.87,7811.16,57487.48,0.0,57487.48,31244.64,26242.84
O00722,2025-12-18,C0101,P037,1.0,Card,Refunded,4665.94,2341.94,4665.94,4665.94,0.0,2341.94,-2341.94
O00723,2026-06-04,C0304,P049,1.0,Card,Delivered,4107.04,1855.14,4107.04,0.0,4107.04,1855.14,2251.9
O00724,2025-11-16,C0359,P066,1.0,UPI,Delivered,14371.87,7811.16,14371.87,0.0,14371.87,7811.16,6560.71
O00725,2025-05-18,C0028,P036,1.0,UPI,Delivered,7169.47,3806.59,7169.47,0.0,7169.47,3806.59,3362.88
O00726,2026-07-04,C0041,P054,2.0,Cash on Delivery,Delivered,13584.74,8606.48,27169.48,0.0,27169.48,17212.96,9956.52
O00727,2026-01-03,C0355,P026,2.0,Cash on Delivery,Delivered,852.67,632.13,1705.34,0.0,1705.34,1264.26,441.08
O00728,2025-08-08,C0303,P075,1.0,Card,Delivered,7874.14,5546.4,7874.14,0.0,7874.14,5546.4,2327.74
O00729,2025-12-03,C0146,P072,4.0,UPI,Delivered,9079.93,6344.33,36319.72,0.0,36319.72,25377.32,10942.4
O00730,2025-08-11,C0256,P040,2.0,Cash on Delivery,Delivered,8959.9,4737.71,17919.8,0.0,17919.8,9475.42,8444.38
O00731,2025-12-26,C0227,P043,4.0,Cash on Delivery,Delivered,962.98,655.47,3851.92,0.0,3851.92,2621.88,1230.04
O00732,2025-11-25,C0236,P022,3.0,Net Banking,Delivered,1329.44,646.27,3988.32,0.0,3988.32,1938.81,2049.51
O00733,2026-04-08,C0361,P020,4.0,Cash on Delivery,Delivered,5944.27,3719.68,23777.08,0.0,23777.08,14878.72,8898.36
O00734,2026-07-15,C0380,P008,1.0,Card,Delivered,12118.46,7359.58,12118.46,0.0,12118.46,7359.58,4758.88
O00735,2026-01-17,C0013,P029,3.0,UPI,Delivered,4293.8,2741.74,12881.4,0.0,12881.4,8225.22,4656.18
O00736,2026-08-13,C0210,P040,2.0,Cash on Delivery,Cancelled,8959.9,4737.71,17919.8,0.0,17919.8,9475.42,8444.38
O00737,2025-06-18,C0229,P030,2.0,Net Banking,Delivered,6154.82,4114.48,12309.64,0.0,12309.64,8228.96,4080.68
O00738,2025-08-05,C0397,P055,3.0,UPI,Delivered,14841.02,10384.11,44523.06,0.0,44523.06,31152.33,13370.73
O00739,2026-01-13,C0100,P016,4.0,Cash on Delivery,Delivered,7090.56,3781.92,28362.24,0.0,28362.24,15127.68,13234.56
O00740,2025-04-29,C0031,P046,2.0,Net Banking,Delivered,2129.23,1633.62,4258.46,0.0,4258.46,3267.24,991.22
O00741,2025-07-09,C0386,P062,1.0,Cash on Delivery,Delivered,2068.98,1188.23,2068.98,0.0,2068.98,1188.23,880.75
O00742,2026-01-05,C0016,P007,3.0,UPI,Delivered,8714.69,4706.6,26144.07,0.0,26144.07,14119.8,12024.27
O00743,2025-05-29,C0137,P080,1.0,UPI,Delivered,9457.18,5733.69,9457.18,0.0,9457.18,5733.69,3723.49
O00744,2026-05-03,C0329,P045,3.0,UPI,Delivered,6056.96,4487.85,18170.88,0.0,18170.88,13463.55,4707.33
O00745,2026-01-09,C0166,P059,2.0,Card,Delivered,12616.04,7036.26,25232.08,0.0,25232.08,14072.52,11159.56
O00746,2025-06-09,C0310,P056,4.0,Cash on Delivery,Delivered,11227.29,6010.72,44909.16,0.0,44909.16,24042.88,20866.28
O00747,2025-12-17,C0440,P048,3.0,Card,Delivered,12030.44,8903.65,36091.32,0.0,36091.32,26710.95,9380.37
O00748,2025-10-15,C0100,P027,3.0,UPI,Delivered,7352.79,4560.98,22058.37,0.0,22058.37,13682.94,8375.43
O00749,2025-10-15,C0109,P053,1.0,Net Banking,Refunded,9131.74,4112.66,9131.74,9131.74,0.0,4112.66,-4112.66
O00750,2025-08-14,C0343,P073,2.0,Cash on Delivery,Delivered,8017.96,5695.21,16035.92,0.0,16035.92,11390.42,4645.5
O00751,2026-06-07,C0173,P035,1.0,Card,Delivered,349.19,257.18,349.19,0.0,349.19,257.18,92.01
O00752,2026-06-06,C0237,P051,2.0,Cash on Delivery,Delivered,14740.26,7745.22,29480.52,0.0,29480.52,15490.44,13990.08
O00753,2025-09-30,C0162,P037,1.0,Net Banking,Delivered,4665.94,2341.94,4665.94,0.0,4665.94,2341.94,2324.0
O00754,2026-02-06,C0393,P057,3.0,Card,Delivered,1255.3,644.89,3765.9,0.0,3765.9,1934.67,1831.23
O00755,2025-07-02,C0216,P008,1.0,UPI,Delivered,12118.46,7359.58,12118.46,0.0,12118.46,7359.58,4758.88
O00756,2026-05-03,C0264,P079,4.0,Card,Delivered,7111.7,4863.19,28446.8,0.0,28446.8,19452.76,8994.04
O00757,2025-05-04,C0263,P020,2.0,Cash on Delivery,Delivered,5944.27,3719.68,11888.54,0.0,11888.54,7439.36,4449.18
O00758,2026-02-18,C0292,P053,2.0,Cash on Delivery,Delivered,9131.74,4112.66,18263.48,0.0,18263.48,8225.32,10038.16
O00759,2025-06-21,C0274,P012,3.0,Cash on Delivery,Delivered,7946.47,4438.79,23839.41,0.0,23839.41,13316.37,10523.04
O00760,2025-10-15,C0003,P049,2.0,Cash on Delivery,Delivered,4107.04,1855.14,8214.08,0.0,8214.08,3710.28,4503.8
O00761,2026-03-11,C0028,P017,4.0,UPI,Cancelled,14858.02,6711.03,59432.08,0.0,59432.08,26844.12,32587.96
O00762,2025-04-23,C0326,P064,1.0,Card,Delivered,5946.13,4282.19,5946.13,0.0,5946.13,4282.19,1663.94
O00763,2025-05-02,C0428,P042,3.0,UPI,Delivered,13681.98,6634.74,41045.94,0.0,41045.94,19904.22,21141.72
O00764,2026-06-28,C0149,P029,4.0,UPI,Delivered,4293.8,2741.74,17175.2,0.0,17175.2,10966.96,6208.24
O00765,2025-08-10,C0028,P019,2.0,UPI,Cancelled,3026.45,1410.62,6052.9,0.0,6052.9,2821.24,3231.66
O00766,2025-02-08,C0310,P011,2.0,Cash on Delivery,Delivered,11146.48,5146.21,22292.96,0.0,22292.96,10292.42,12000.54
O00767,2026-05-12,C0438,P050,4.0,Cash on Delivery,Delivered,8951.75,6450.47,35807.0,0.0,35807.0,25801.88,10005.12
O00768,2025-08-21,C0065,P071,1.0,Cash on Delivery,Delivered,7918.43,4032.33,7918.43,0.0,7918.43,4032.33,3886.1
O00769,2026-06-14,C0356,P058,1.0,Card,Delivered,6203.23,2963.61,6203.23,0.0,6203.23,2963.61,3239.62
O00770,2025-05-29,C0021,P034,3.0,Net Banking,Delivered,11064.4,6882.23,33193.2,0.0,33193.2,20646.69,12546.51
O00771,2026-02-01,C0252,P020,2.0,Cash on Delivery,Delivered,5944.27,3719.68,11888.54,0.0,11888.54,7439.36,4449.18
O00772,2025-10-29,C0235,P050,4.0,Card,Delivered,8951.75,6450.47,35807.0,0.0,35807.0,25801.88,10005.12
O00773,2025-12-26,C0227,P010,1.0,Cash on Delivery,Delivered,10026.33,7331.49,10026.33,0.0,10026.33,7331.49,2694.84
O00774,2025-08-26,C0013,P032,3.0,Cash on Delivery,Delivered,5244.65,3856.3,15733.95,0.0,15733.95,11568.9,4165.05
O00775,2025-08-24,C0313,P052,2.0,UPI,Cancelled,13297.72,9971.58,26595.44,0.0,26595.44,19943.16,6652.28
O00776,2025-07-22,C0049,P015,2.0,UPI,Refunded,6437.34,3494.57,12874.68,12874.68,0.0,6989.14,-6989.14
O00777,2025-09-13,C0118,P003,3.0,UPI,Delivered,13309.48,9919.88,39928.44,0.0,39928.44,29759.64,10168.8
O00778,2026-08-21,C0054,P037,3.0,Card,Delivered,4665.94,2341.94,13997.82,0.0,13997.82,7025.82,6972.0
O00779,2025-08-23,C0138,P040,1.0,Net Banking,Delivered,8959.9,4737.71,8959.9,0.0,8959.9,4737.71,4222.19
O00780,2025-12-11,C0053,P072,4.0,Net Banking,Delivered,9079.93,6344.33,36319.72,0.0,36319.72,25377.32,10942.4
O00781,2026-06-18,C0044,P040,2.0,Card,Delivered,8959.9,4737.71,17919.8,0.0,17919.8,9475.42,8444.38
O00782,2026-04-11,C0303,P056,4.0,Cash on Delivery,Delivered,11227.29,6010.72,44909.16,0.0,44909.16,24042.88,20866.28
O00783,2026-06-25,C0053,P023,2.0,Card,Refunded,439.44,327.46,878.88,878.88,0.0,654.92,-654.92
O00784,2025-08-01,C0074,P011,2.0,Cash on Delivery,Delivered,11146.48,5146.21,22292.96,0.0,22292.96,10292.42,12000.54
O00785,2026-04-08,C0046,P064,4.0,Card,Delivered,5946.13,4282.19,23784.52,0.0,23784.52,17128.76,6655.76
O00786,2026-03-12,C0013,P008,3.0,Card,Delivered,12118.46,7359.58,36355.38,0.0,36355.38,22078.74,14276.64
O00787,2025-10-10,C0165,P056,1.0,Card,Delivered,11227.29,6010.72,11227.29,0.0,11227.29,6010.72,5216.57
O00788,2026-07-16,C0102,P060,2.0,Net Banking,Delivered,3689.37,2341.82,7378.74,0.0,7378.74,4683.64,2695.1
O00789,2026-08-30,C0280,P010,3.0,UPI,Delivered,10026.33,7331.49,30078.99,0.0,30078.99,21994.47,8084.52
O00790,2026-04-08,C0258,P039,2.0,Card,Delivered,10818.63,6060.84,21637.26,0.0,21637.26,12121.68,9515.58
O00791,2026-02-11,C0337,P028,1.0,Net Banking,Cancelled,8837.13,6620.33,8837.13,0.0,8837.13,6620.33,2216.8
O00792,2025-03-29,C0356,P049,2.0,UPI,Delivered,4107.04,1855.14,8214.08,0.0,8214.08,3710.28,4503.8
O00793,2025-02-13,C0398,P036,1.0,UPI,Refunded,7169.47,3806.59,7169.47,7169.47,0.0,3806.59,-3806.59
O00794,2026-04-06,C0138,P013,1.0,Card,Delivered,6574.21,4979.47,6574.21,0.0,6574.21,4979.47,1594.74
O00795,2025-10-05,C0163,P036,2.0,Cash on Delivery,Delivered,7169.47,3806.59,14338.94,0.0,14338.94,7613.18,6725.76
O00796,2026-02-25,C0409,P026,2.0,Cash on Delivery,Delivered,852.67,632.13,1705.34,0.0,1705.34,1264.26,441.08
O00797,2025-12-19,C0387,P004,1.0,Cash on Delivery,Delivered,8094.9,5940.38,8094.9,0.0,8094.9,5940.38,2154.52
O00798,2026-05-30,C0111,P064,3.0,Card,Delivered,5946.13,4282.19,17838.39,0.0,17838.39,12846.57,4991.82
O00799,2025-01-19,C0102,P038,4.0,Cash on Delivery,Delivered,12836.48,6455.88,51345.92,0.0,51345.92,25823.52,25522.4
O00800,2025-01-23,C0017,P022,1.0,Net Banking,Delivered,1329.44,646.27,1329.44,0.0,1329.44,646.27,683.17
O00801,2026-02-17,C0268,P002,2.0,Net Banking,Delivered,7371.61,3402.04,14743.22,0.0,14743.22,6804.08,7939.14
O00802,2025-01-30,C0182,P031,2.0,Net Banking,Delivered,1647.98,1037.32,3295.96,0.0,3295.96,2074.64,1221.32
O00803,2025-04-18,C0372,P011,3.0,Net Banking,Delivered,11146.48,5146.21,33439.44,0.0,33439.44,15438.63,18000.81
O00804,2026-01-02,C0024,P046,4.0,UPI,Delivered,2129.23,1633.62,8516.92,0.0,8516.92,6534.48,1982.44
O00805,2025-10-08,C0029,P062,1.0,Net Banking,Delivered,2068.98,1188.23,2068.98,0.0,2068.98,1188.23,880.75
O00806,2025-05-08,C0171,P069,1.0,Cash on Delivery,Delivered,9557.74,6950.77,9557.74,0.0,9557.74,6950.77,2606.97
O00807,2025-08-17,C0409,P064,4.0,Card,Cancelled,5946.13,4282.19,23784.52,0.0,23784.52,17128.76,6655.76
O00808,2025-04-21,C0228,P010,1.0,Cash on Delivery,Delivered,10026.33,7331.49,10026.33,0.0,10026.33,7331.49,2694.84
O00809,2025-05-16,C0378,P040,4.0,Net Banking,Delivered,8959.9,4737.71,35839.6,0.0,35839.6,18950.84,16888.76
O00810,2025-12-28,C0188,P024,2.0,UPI,Delivered,1074.45,835.05,2148.9,0.0,2148.9,1670.1,478.8
O00811,2025-07-05,C0346,P044,4.0,Net Banking,Delivered,1909.17,978.34,7636.68,0.0,7636.68,3913.36,3723.32
O00812,2026-08-07,C0230,P060,1.0,Card,Delivered,3689.37,2341.82,3689.37,0.0,3689.37,2341.82,1347.55
O00813,2025-05-09,C0321,P062,4.0,Cash on Delivery,Cancelled,2068.98,1188.23,8275.92,0.0,8275.92,4752.92,3523.0
O00814,2025-09-18,C0340,P017,3.0,Card,Cancelled,14858.02,6711.03,44574.06,0.0,44574.06,20133.09,24440.97
O00815,2026-05-30,C0119,P065,2.0,Card,Delivered,839.96,413.59,1679.92,0.0,1679.92,827.18,852.74
O00816,2026-03-25,C0156,P057,2.0,Card,Delivered,1255.3,644.89,2510.6,0.0,2510.6,1289.78,1220.82
O00817,2025-04-14,C0272,P055,4.0,Cash on Delivery,Delivered,14841.02,10384.11,59364.08,0.0,59364.08,41536.44,17827.64
O00818,2026-04-28,C0175,P053,1.0,Net Banking,Delivered,9131.74,4112.66,9131.74,0.0,9131.74,4112.66,5019.08
O00819,2025-08-12,C0104,P056,3.0,Card,Delivered,11227.29,6010.72,33681.87,0.0,33681.87,18032.16,15649.71
O00820,2026-05-06,C0092,P009,2.0,Cash on Delivery,Delivered,8214.5,3816.82,16429.0,0.0,16429.0,7633.64,8795.36
O00821,2026-04-18,C0186,P022,2.0,UPI,Delivered,1329.44,646.27,2658.88,0.0,2658.88,1292.54,1366.34
O00822,2025-01-10,C0283,P013,1.0,Cash on Delivery,Delivered,6574.21,4979.47,6574.21,0.0,6574.21,4979.47,1594.74
O00823,2026-02-09,C0181,P048,1.0,UPI,Delivered,12030.44,8903.65,12030.44,0.0,12030.44,8903.65,3126.79
O00824,2025-10-29,C0170,P018,3.0,Cash on Delivery,Delivered,303.49,206.25,910.47,0.0,910.47,618.75,291.72
O00825,2025-08-19,C0187,P076,4.0,Net Banking,Refunded,7520.44,5735.15,30081.76,30081.76,0.0,22940.6,-22940.6
O00826,2025-03-07,C0175,P040,1.0,Card,Delivered,8959.9,4737.71,8959.9,0.0,8959.9,4737.71,4222.19
O00827,2025-04-22,C0222,P017,4.0,Net Banking,Cancelled,14858.02,6711.03,59432.08,0.0,59432.08,26844.12,32587.96
O00828,2025-01-13,C0233,P015,3.0,Cash on Delivery,Delivered,6437.34,3494.57,19312.02,0.0,19312.02,10483.71,8828.31
O00829,2026-01-28,C0162,P015,4.0,Card,Delivered,6437.34,3494.57,25749.36,0.0,25749.36,13978.28,11771.08
O00830,2026-05-15,C0421,P079,2.0,UPI,Cancelled,7111.7,4863.19,14223.4,0.0,14223.4,9726.38,4497.02
O00831,2026-08-21,C0134,P063,4.0,Cash on Delivery,Delivered,990.1,448.51,3960.4,0.0,3960.4,1794.04,2166.36
O00832,2025-08-22,C0391,P039,3.0,Card,Delivered,10818.63,6060.84,32455.89,0.0,32455.89,18182.52,14273.37
O00833,2026-08-25,C0224,P013,3.0,UPI,Delivered,6574.21,4979.47,19722.63,0.0,19722.63,14938.41,4784.22
O00834,2025-11-10,C0153,P032,3.0,UPI,Delivered,5244.65,3856.3,15733.95,0.0,15733.95,11568.9,4165.05
O00835,2026-07-20,C0033,P009,4.0,Net Banking,Delivered,8214.5,3816.82,32858.0,0.0,32858.0,15267.28,17590.72
O00836,2025-01-12,C0055,P040,2.0,Cash on Delivery,Delivered,8959.9,4737.71,17919.8,0.0,17919.8,9475.42,8444.38
O00837,2025-07-28,C0442,P020,1.0,UPI,Refunded,5944.27,3719.68,5944.27,5944.27,0.0,3719.68,-3719.68
O00838,2025-01-14,C0007,P077,2.0,Card,Refunded,14946.14,7546.37,29892.28,29892.28,0.0,15092.74,-15092.74
O00839,2026-02-22,C0244,P080,4.0,UPI,Delivered,9457.18,5733.69,37828.72,0.0,37828.72,22934.76,14893.96
